Gene	Control	Grave_I	Grave_II	SIZE	Group
gene_id_79295	7.519785484	8.209421875	7.621305556	1	#B0E0E6
gene_id_129370	7.803490323	7.675635938	5.036055556	1	#B0E0E6
gene_id_129371	8.544258065	8.478310938	5.365	1	#B0E0E6
gene_id_98206	15.1481129	12.41145938	3.21085	1	#B0E0E6
gene_id_98207	13.87154516	11.40655313	2.880025	1	#B0E0E6
gene_id_98204	18.80907097	15.15725781	4.275966667	1	#B0E0E6
gene_id_98205	14.9944629	12.0624625	3.235455556	1	#B0E0E6
gene_id_116090	3.343054839	5.125378125	17.78305556	1	#B0E0E6
gene_id_99554	5.655758065	6.849864063	9.364688889	1	#B0E0E6
gene_id_99550	7.429732258	8.913892188	11.89275	1	#B0E0E6
gene_id_99553	6.983764516	8.67131875	11.52625	1	#B0E0E6
gene_id_127063	7.455504839	7.244667188	4.570638889	1	#B0E0E6
gene_id_99388	34.65312097	28.88448125	8.391694444	1	#B0E0E6
gene_id_137852	7.710941935	10.58002969	11.07639722	1	#B0E0E6
gene_id_96671	15.18895161	12.4906875	7.126222222	1	#B0E0E6
gene_id_96670	17.86433871	15.22689063	8.588783333	1	#B0E0E6
gene_id_96672	9.424403226	7.913314063	4.387786111	1	#B0E0E6
gene_id_57829	7.267845161	6.612053125	3.512102778	1	#B0E0E6
gene_id_57823	10.46654839	10.320875	5.331030556	1	#B0E0E6
gene_id_103128	5.532809677	8.748464063	19.33172222	1	#B0E0E6
gene_id_57822	7.135693548	6.844632813	4.092988889	1	#B0E0E6
gene_id_82975	10.52260323	8.7986	1.617055556	1	#B0E0E6
gene_id_82978	9.819485484	8.079076563	0.279677778	1	#B0E0E6
gene_id_86841	6.365258065	6.65075	6.891611111	1	#B0E0E6
gene_id_132392	11.63149516	29.07841406	32.11848056	1	#B0E0E6
gene_id_99385	16.74908387	13.90250313	3.992127778	1	#B0E0E6
gene_id_99117	20.16793871	16.28881719	4.487705556	1	#B0E0E6
gene_id_127228	7.433225806	6.90961875	3.193516667	1	#B0E0E6
gene_id_99119	35.65155645	27.14411406	5.553275	1	#B0E0E6
gene_id_99118	39.16849839	31.6752625	9.290936111	1	#B0E0E6
gene_id_4387	7.123608065	7.315453125	5.091083333	1	#B0E0E6
gene_id_41675	14.42777419	16.26925625	1.365883333	1	#B0E0E6
gene_id_41673	13.49849032	15.41550938	1.676405556	1	#B0E0E6
gene_id_70040	17.28491935	16.00054688	7.234980556	1	#B0E0E6
gene_id_97659	30.15823387	25.34955156	7.283013889	1	#B0E0E6
gene_id_128748	10.3558629	10.1336	5.635511111	1	#B0E0E6
gene_id_128743	7.780137097	7.723182813	5.511888889	1	#B0E0E6
gene_id_82735	8.657370968	7.680121875	2.310583333	1	#B0E0E6
gene_id_127516	17.425	17.26679688	10.79194444	1	#B0E0E6
gene_id_98737	9.314366129	7.657870313	2.080025	1	#B0E0E6
gene_id_34776	8.26133871	6.87009375	5.238083333	1	#B0E0E6
gene_id_34779	9.769451613	10.59271875	4.669463889	1	#B0E0E6
gene_id_138077	5.766704839	7.913467188	11.29036944	1	#B0E0E6
gene_id_97170	12.55834516	10.38466875	3.4806	1	#B0E0E6
gene_id_56864	10.51016129	9.391546875	5.778469444	1	#B0E0E6
gene_id_56866	9.648496774	9.34703125	5.617186111	1	#B0E0E6
gene_id_41309	8.978203226	10.2711	0.980622222	1	#B0E0E6
gene_id_97729	56.70590323	64.2878125	25.84525	1	#B0E0E6
gene_id_58833	14.77443548	13.69905781	6.933658333	1	#B0E0E6
gene_id_58832	9.098983871	8.19505625	5.061694444	1	#B0E0E6
gene_id_137405	9.025919355	11.53067656	17.57676111	1	#B0E0E6
gene_id_99218	12.17745161	9.777551563	2.788755556	1	#B0E0E6
gene_id_96402	46.69392258	38.6671875	10.90418889	1	#B0E0E6
gene_id_96403	35.26824677	28.67376094	7.932155556	1	#B0E0E6
gene_id_96401	14.21638387	11.20229688	2.963222222	1	#B0E0E6
gene_id_96406	18.40102903	14.63828906	4.114138889	1	#B0E0E6
gene_id_96407	23.49186129	19.12103594	4.813269444	1	#B0E0E6
gene_id_96404	18.3729629	15.46969375	4.374797222	1	#B0E0E6
gene_id_111462	10.10875323	11.56892813	0.048272222	1	#B0E0E6
gene_id_97829	11.61864194	9.495145313	2.797166667	1	#B0E0E6
gene_id_97751	38.52914516	39.4078125	28.25944444	1	#B0E0E6
gene_id_97750	7.308483871	7.20734375	4.341083333	1	#B0E0E6
gene_id_97182	10.63836452	8.03585	2.487075	1	#B0E0E6
gene_id_97827	25.05343065	20.62797813	5.855983333	1	#B0E0E6
gene_id_97826	10.65407419	8.60771875	2.376047222	1	#B0E0E6
gene_id_97824	25.3126371	21.10480781	5.777527778	1	#B0E0E6
gene_id_97188	11.65292258	9.874335938	2.584652778	1	#B0E0E6
gene_id_102506	3.838898387	6.854321875	14.80563889	1	#B0E0E6
gene_id_128466	11.94212419	10.14040781	5.314061111	1	#B0E0E6
gene_id_96461	7.368019355	6.570710938	3.403686111	1	#B0E0E6
gene_id_56582	9.418854839	8.910328125	5.244	1	#B0E0E6
gene_id_56588	7.157419355	6.907235938	4.581622222	1	#B0E0E6
gene_id_41408	9.886304839	11.5295375	1.148216667	1	#B0E0E6
gene_id_41402	10.1727371	11.84712031	1.175416667	1	#B0E0E6
gene_id_41405	10.36278871	11.89907813	1.028030556	1	#B0E0E6
gene_id_91421	9.999532258	11.09814688	22.77475	1	#B0E0E6
gene_id_40752	10.0027371	11.46361563	0.971102778	1	#B0E0E6
gene_id_92509	4.366777419	5.809779688	14.12047222	1	#B0E0E6
gene_id_92502	5.020153226	5.527865625	12.07366667	1	#B0E0E6
gene_id_98463	11.55245161	13.0206875	9.361733333	1	#B0E0E6
gene_id_98320	22.4291371	18.51172969	5.321694444	1	#B0E0E6
gene_id_49819	8.592583871	6.906153125	1.483047222	1	#B0E0E6
gene_id_99885	3.270645161	6.222232813	12.35194444	1	#B0E0E6
gene_id_82432	8.775659677	7.275828125	1.332697222	1	#B0E0E6
gene_id_136797	7.855525806	10.19653281	14.06930556	1	#B0E0E6
gene_id_82105	10.96146613	8.825942188	0.636444444	1	#B0E0E6
gene_id_77528	8.24623871	8.6847	6.297847222	1	#B0E0E6
gene_id_77527	8.34188871	9.584859375	8.989086111	1	#B0E0E6
gene_id_90596	4.904274194	6.047209375	13.84395556	1	#B0E0E6
gene_id_103571	3.901520968	6.547598438	14.17480833	1	#B0E0E6
gene_id_103573	7.663522581	12.68491094	25.4565	1	#B0E0E6
gene_id_82430	14.60390323	12.91614063	5.578388889	1	#B0E0E6
gene_id_96701	14.60829516	11.79044531	3.191302778	1	#B0E0E6
gene_id_96707	12.20651613	12.67407188	15.18544444	1	#B0E0E6
gene_id_96706	11.40022097	11.98447656	12.63655833	1	#B0E0E6
gene_id_136602	7.552851613	10.82596094	10.94234722	1	#B0E0E6
gene_id_100523	4.431843548	7.407951563	16.65563889	1	#B0E0E6
gene_id_134251	22.37970968	17.0865625	8.548333333	1	#B0E0E6
gene_id_96269	12.22345161	7.95765625	8.052647222	1	#B0E0E6
gene_id_96946	16.30436129	13.71884375	4.224738889	1	#B0E0E6
gene_id_55958	7.964064516	6.506235938	4.294244444	1	#B0E0E6
gene_id_136846	6.456817742	7.52113125	14.12492778	1	#B0E0E6
gene_id_136840	5.137980645	5.339921875	10.22618056	1	#B0E0E6
gene_id_136841	5.711866129	6.957265625	12.42041667	1	#B0E0E6
gene_id_55175	14.97660968	12.25582344	8.500638889	1	#B0E0E6
gene_id_55173	13.26999677	11.19429688	7.145644444	1	#B0E0E6
gene_id_55170	7.857354839	6.74325625	4.557138889	1	#B0E0E6
gene_id_110942	14.01776129	8.291795313	0.020405556	1	#B0E0E6
gene_id_128077	8.704870968	8.647260938	5.422544444	1	#B0E0E6
gene_id_110795	11.29624032	12.98363281	2.479986111	1	#B0E0E6
gene_id_78372	21.81506452	17.0084375	8.290833333	1	#B0E0E6
gene_id_78373	9.939943548	7.2165625	4.278194444	1	#B0E0E6
gene_id_78374	24.66980645	23.79046875	15.98444444	1	#B0E0E6
gene_id_78375	18.25669355	17.38234375	12.13555556	1	#B0E0E6
gene_id_99025	15.89054355	13.16431094	3.665702778	1	#B0E0E6
gene_id_127503	7.763274194	7.974310938	4.665094444	1	#B0E0E6
gene_id_127505	8.608306452	8.828671875	5.102083333	1	#B0E0E6
gene_id_58671	13.15498387	14.26859375	10.51675	1	#B0E0E6
gene_id_58677	24.09303226	21.67489063	13.02814444	1	#B0E0E6
gene_id_58675	14.93173226	13.56932813	8.150611111	1	#B0E0E6
gene_id_58679	7.702516129	7.25753125	3.924772222	1	#B0E0E6
gene_id_89311	4.66803871	5.070432813	12.75658333	1	#B0E0E6
gene_id_89314	5.699766129	7.0793125	16.61211111	1	#B0E0E6
gene_id_128857	10.55126935	10.83874844	6.31965	1	#B0E0E6
gene_id_96027	14.71413548	10.61010938	28.14788889	1	#B0E0E6
gene_id_96029	66.55887419	50.51910938	36.06286111	1	#B0E0E6
gene_id_118406	2.138251613	4.387153125	17.17691667	1	#B0E0E6
gene_id_118402	2.13976129	4.519453125	17.566775	1	#B0E0E6
gene_id_82796	9.413672581	7.781640625	0.633558333	1	#B0E0E6
gene_id_82794	16.60437097	14.24395313	3.387338889	1	#B0E0E6
gene_id_42597	12.67525806	9.29796875	4.360305556	1	#B0E0E6
gene_id_102614	3.815769355	6.20149375	12.20855556	1	#B0E0E6
gene_id_91076	5.6899	6.251992188	14.49175	1	#B0E0E6
gene_id_91072	4.56436129	5.070125	11.45875	1	#B0E0E6
gene_id_69053	7.640941935	7.58503125	2.552672222	1	#B0E0E6
gene_id_69052	15.84820968	16.45823438	6.273155556	1	#B0E0E6
gene_id_136731	7.849825806	7.918934375	16.79546389	1	#B0E0E6
gene_id_128550	15.4072871	14.71756094	9.614341667	1	#B0E0E6
gene_id_128552	7.973270968	7.9615125	4.536822222	1	#B0E0E6
gene_id_98993	7.449	9.2628125	6.230138889	1	#B0E0E6
gene_id_98338	14.70896452	12.08698125	3.241272222	1	#B0E0E6
gene_id_98339	34.32595	28.32940625	8.677672222	1	#B0E0E6
gene_id_98337	9.420843548	7.785359375	2.223708333	1	#B0E0E6
gene_id_98334	11.44064516	9.263253125	2.469830556	1	#B0E0E6
gene_id_98335	15.60065	12.87211875	3.774986111	1	#B0E0E6
gene_id_98332	21.71065806	17.97288438	4.647905556	1	#B0E0E6
gene_id_98330	34.11429194	27.89398281	7.77085	1	#B0E0E6
gene_id_85143	9.030708065	8.479009375	0.425897222	1	#B0E0E6
gene_id_100267	4.828253226	7.33683125	13.73008333	1	#B0E0E6
gene_id_57104	15.29590323	14.51163125	8.684738889	1	#B0E0E6
gene_id_97319	10.72367258	8.4771625	2.380477778	1	#B0E0E6
gene_id_97318	34.56235323	28.0544625	7.512655556	1	#B0E0E6
gene_id_81532	8.693645161	8.262734375	2.203341667	1	#B0E0E6
gene_id_81535	10.58234516	9.47796875	1.0446	1	#B0E0E6
gene_id_81538	16.05162581	14.06339375	2.325766667	1	#B0E0E6
gene_id_81539	11.55480323	10.80409375	1.819825	1	#B0E0E6
gene_id_82455	9.752258065	8.86490625	1.404508333	1	#B0E0E6
gene_id_97311	32.31278548	26.202725	7.260127778	1	#B0E0E6
gene_id_97310	34.37996452	27.67271406	7.984547222	1	#B0E0E6
gene_id_83369	11.54883548	9.326421875	5.480163889	1	#B0E0E6
gene_id_83367	9.800467742	7.727359375	5.244888889	1	#B0E0E6
gene_id_83366	8.896225806	7.312828125	4.186861111	1	#B0E0E6
gene_id_83580	15.93809516	13.76371719	5.030444444	1	#B0E0E6
gene_id_127131	6.895709677	6.65221875	4.296152778	1	#B0E0E6
gene_id_77834	10.61602419	9.815935938	2.227583333	1	#B0E0E6
gene_id_81982	9.937343548	8.6305125	0.791275	1	#B0E0E6
gene_id_103861	6.707583871	9.9327875	16.604025	1	#B0E0E6
gene_id_99373	21.42285161	17.65870781	4.838452778	1	#B0E0E6
gene_id_99372	15.16347742	12.69169844	3.52	1	#B0E0E6
gene_id_88491	4.550822581	4.98001875	12.52077778	1	#B0E0E6
gene_id_83501	10.7945371	9.785448438	0.508938889	1	#B0E0E6
gene_id_127904	15.13748387	14.80536875	8.269788889	1	#B0E0E6
gene_id_127902	6.861467742	7.391178125	5.280888889	1	#B0E0E6
gene_id_127900	13.43133871	13.38701406	8.289377778	1	#B0E0E6
gene_id_127909	7.916596774	7.816323438	5.146833333	1	#B0E0E6
gene_id_69576	8.900870968	11.4015625	6.566655556	1	#B0E0E6
gene_id_69577	10.2763871	12.85859375	7.866638889	1	#B0E0E6
gene_id_127376	8.963919355	8.507248438	5.337222222	1	#B0E0E6
gene_id_98817	23.38212097	18.80319531	5.190033333	1	#B0E0E6
gene_id_98816	15.85585484	12.88774375	3.333041667	1	#B0E0E6
gene_id_98815	14.61130968	11.85583438	3.569758333	1	#B0E0E6
gene_id_98813	11.92172581	9.7329625	2.845027778	1	#B0E0E6
gene_id_98812	16.08965645	12.83736406	3.336083333	1	#B0E0E6
gene_id_68224	5.28011129	8.291046875	8.074702778	1	#B0E0E6
gene_id_57466	16.65372581	16.78768125	8.974555556	1	#B0E0E6
gene_id_82340	8.330862903	7.218875	1.001508333	1	#B0E0E6
gene_id_82349	8.361464516	7.476528125	0.236683333	1	#B0E0E6
gene_id_55469	9.705764516	9.062115625	5.620111111	1	#B0E0E6
gene_id_50176	10.43992419	8.09255	1.603469444	1	#B0E0E6
gene_id_97067	17.46832258	17.11015625	13.69894444	1	#B0E0E6
gene_id_58693	11.60991935	10.96524844	5.821258333	1	#B0E0E6
gene_id_83281	18.74743548	16.35739063	1.852211111	1	#B0E0E6
gene_id_83287	9.238241935	7.676210938	0.260666667	1	#B0E0E6
gene_id_83285	17.36700968	15.79277344	5.759533333	1	#B0E0E6
gene_id_97061	19.13709032	15.53772344	4.322908333	1	#B0E0E6
gene_id_83289	15.92417258	14.4224375	3.043569444	1	#B0E0E6
gene_id_110052	10.30627419	7.318279688	0.023191667	1	#B0E0E6
gene_id_98749	24.90564194	21.01727188	6.150566667	1	#B0E0E6
gene_id_98748	33.68545323	28.07826406	8.046319444	1	#B0E0E6
gene_id_98743	40.12007258	33.71493281	9.888383333	1	#B0E0E6
gene_id_97069	14.98209677	17.95853125	24.99758333	1	#B0E0E6
gene_id_98741	30.12009516	24.68669063	7.446697222	1	#B0E0E6
gene_id_98740	10.26862581	8.482320313	2.267391667	1	#B0E0E6
gene_id_98746	26.70266935	22.39162656	6.441013889	1	#B0E0E6
gene_id_98744	25.36755161	20.93111875	5.651188889	1	#B0E0E6
gene_id_129640	8.284709677	8.221442188	5.379686111	1	#B0E0E6
gene_id_59015	7.688193548	10.56573438	14.92617778	1	#B0E0E6
gene_id_59010	6.623625806	8.131484375	4.286533333	1	#B0E0E6
gene_id_97205	17.56348065	19.63465156	9.202044444	1	#B0E0E6
gene_id_97200	8.691720968	6.456957813	3.994275	1	#B0E0E6
gene_id_78644	58.98564516	31.55179688	15.08624444	1	#B0E0E6
gene_id_78643	14.5156129	8.0113125	4.013741667	1	#B0E0E6
gene_id_137575	6.907733871	9.225985938	9.320822222	1	#B0E0E6
gene_id_137574	6.064779032	7.6611	12.07018889	1	#B0E0E6
gene_id_96536	14.11827097	11.24682813	3.009972222	1	#B0E0E6
gene_id_96537	18.08610484	14.60382969	3.876447222	1	#B0E0E6
gene_id_96534	14.56673387	12.01424063	3.42695	1	#B0E0E6
gene_id_96530	25.83660645	21.64539531	5.940727778	1	#B0E0E6
gene_id_96531	25.86388387	21.69213281	5.801913889	1	#B0E0E6
gene_id_100038	16.05425645	21.240675	40.96272222	1	#B0E0E6
gene_id_96149	35.4639	32.36989063	32.98429444	1	#B0E0E6
gene_id_58140	7.721580645	7.19515625	3.279788889	1	#B0E0E6
gene_id_58147	11.76445161	10.79339844	5.730433333	1	#B0E0E6
gene_id_68525	8.016777419	10.31956406	0.987994444	1	#B0E0E6
gene_id_68526	8.957112903	7.971515625	7.938127778	1	#B0E0E6
gene_id_127982	11.15063548	10.98565469	6.496041667	1	#B0E0E6
gene_id_83387	8.832233871	7.881765625	1.439313889	1	#B0E0E6
gene_id_132055	6.524	10.53992344	2.801527778	1	#B0E0E6
gene_id_132053	8.614587097	14.00920156	3.951155556	1	#B0E0E6
gene_id_132052	71.00496774	135.1046188	24.774425	1	#B0E0E6
gene_id_133831	26.21995161	17.98473438	17.20469444	1	#B0E0E6
gene_id_117111	29.43253065	25.9886875	17.76251667	1	#B0E0E6
gene_id_91454	12.25982258	14.10634219	18.37166667	1	#B0E0E6
gene_id_82067	7.8397	6.657467188	2.275075	1	#B0E0E6
gene_id_82066	16.61933548	13.85560938	4.996841667	1	#B0E0E6
gene_id_82061	14.58397419	11.50865625	5.884277778	1	#B0E0E6
gene_id_128186	8.779158065	8.642203125	5.541475	1	#B0E0E6
gene_id_128360	7.041746774	7.052914063	4.477288889	1	#B0E0E6
gene_id_99301	12.14500806	7.865123438	1.982075	1	#B0E0E6
gene_id_57563	8.076593548	7.468201563	4.047702778	1	#B0E0E6
gene_id_57561	14.9111129	14.449625	8.026069444	1	#B0E0E6
gene_id_57565	9.687451613	8.880454688	5.443005556	1	#B0E0E6
gene_id_99309	23.03370645	18.78449375	5.208786111	1	#B0E0E6
gene_id_55580	7.124967742	6.721304688	4.35155	1	#B0E0E6
gene_id_116795	2.944708065	5.493515625	21.19827778	1	#B0E0E6
gene_id_128453	7.524962903	7.248609375	3.887308333	1	#B0E0E6
gene_id_99535	6.408229032	6.837953125	4.454827778	1	#B0E0E6
gene_id_97171	18.30928226	15.05629063	4.108752778	1	#B0E0E6
gene_id_90501	4.356854839	5.286484375	12.98955556	1	#B0E0E6
gene_id_97173	35.1221629	28.83455469	8.016105556	1	#B0E0E6
gene_id_97172	13.48772419	11.1895	3.170838889	1	#B0E0E6
gene_id_97175	17.87327903	14.86220313	4.435358333	1	#B0E0E6
gene_id_97174	10.58241452	8.74021875	2.537280556	1	#B0E0E6
gene_id_136698	6.136564516	8.690626563	9.870433333	1	#B0E0E6
gene_id_32244	0.98385	11.3867875	7.806905556	1	#B0E0E6
gene_id_32245	1.019659677	11.88122188	8.432197222	1	#B0E0E6
gene_id_32243	1.014414516	11.45860313	8.220527778	1	#B0E0E6
gene_id_102312	3.461456452	6.205882813	13.71238889	1	#B0E0E6
gene_id_90314	5.339025806	5.577195313	15.80713889	1	#B0E0E6
gene_id_111923	9.204412903	10.10617188	0.018336111	1	#B0E0E6
gene_id_102260	3.501359677	5.918934375	12.12176944	1	#B0E0E6
gene_id_111924	11.53302742	13.31416094	2.252813889	1	#B0E0E6
gene_id_40172	11.3436129	13.46184688	1.385944444	1	#B0E0E6
gene_id_16719	5.364998387	6.7157875	11.2747	1	#B0E0E6
gene_id_98130	18.91300806	15.59394844	4.192016667	1	#B0E0E6
gene_id_98132	11.21744032	9.299148438	2.564366667	1	#B0E0E6
gene_id_98133	11.57075806	9.314834375	2.410455556	1	#B0E0E6
gene_id_98134	11.4182629	9.59184375	2.620922222	1	#B0E0E6
gene_id_98136	13.62972581	11.15482656	2.990358333	1	#B0E0E6
gene_id_98137	13.30131935	10.9953125	2.965080556	1	#B0E0E6
gene_id_98138	11.46501129	9.60055	2.897844444	1	#B0E0E6
gene_id_98139	12.83994516	10.76406875	3.053755556	1	#B0E0E6
gene_id_56554	9.3379	8.007260938	5.641066667	1	#B0E0E6
gene_id_56552	17.54074194	15.79981406	10.77461111	1	#B0E0E6
gene_id_56558	22.58612097	20.16270469	13.09595833	1	#B0E0E6
gene_id_56559	20.56522581	16.87322031	11.14448611	1	#B0E0E6
gene_id_89407	6.339127419	7.451357813	18.398	1	#B0E0E6
gene_id_134913	13.82867742	11.84338125	6.469313889	1	#B0E0E6
gene_id_96147	31.82718871	33.94545313	38.08758333	1	#B0E0E6
gene_id_96146	16.36376613	17.22459063	19.31629167	1	#B0E0E6
gene_id_96145	19.932	14.55121875	3.941136111	1	#B0E0E6
gene_id_103351	4.565646774	7.937103125	16.62175	1	#B0E0E6
gene_id_99820	4.5154	7.5863	15.69238889	1	#B0E0E6
gene_id_33819	10.59133871	8.062546875	7.205563889	1	#B0E0E6
gene_id_33810	17.84858065	20.20967188	12.68279444	1	#B0E0E6
gene_id_90654	5.274220968	5.655614063	14.17586111	1	#B0E0E6
gene_id_87780	7.835951613	10.00514688	25.03169444	1	#B0E0E6
gene_id_87787	4.098672581	5.312246875	13.51433333	1	#B0E0E6
gene_id_96116	32.9387129	27.14274063	7.387302778	1	#B0E0E6
gene_id_127072	11.68726452	11.53802656	7.084444444	1	#B0E0E6
gene_id_55989	14.40039677	11.9574375	8.148425	1	#B0E0E6
gene_id_55981	17.33869355	16.00584375	10.47430833	1	#B0E0E6
gene_id_24409	7.810870968	8.65828125	9.619602778	1	#B0E0E6
gene_id_24408	6.024532258	6.59534375	7.17475	1	#B0E0E6
gene_id_98075	21.09179677	17.43185469	5.030066667	1	#B0E0E6
gene_id_98074	23.0487129	18.67695781	4.783002778	1	#B0E0E6
gene_id_98076	17.63472097	14.87556094	4.181480556	1	#B0E0E6
gene_id_98071	15.83092258	16.15607813	7.23465	1	#B0E0E6
gene_id_98070	13.70725968	13.84285469	5.961488889	1	#B0E0E6
gene_id_98073	10.24652903	10.68228438	4.788297222	1	#B0E0E6
gene_id_98078	9.735390323	9.128626563	4.083416667	1	#B0E0E6
gene_id_137802	4.820595161	6.114764063	8.850952778	1	#B0E0E6
gene_id_58055	13.06799032	13.16514688	7.501111111	1	#B0E0E6
gene_id_58053	8.047177419	7.381054688	3.996061111	1	#B0E0E6
gene_id_58052	8.950048387	8.66875	4.404205556	1	#B0E0E6
gene_id_58051	8.358206452	7.802664063	4.127916667	1	#B0E0E6
gene_id_58050	7.441703226	7.130326563	3.589177778	1	#B0E0E6
gene_id_58059	8.359516129	8.103421875	4.059222222	1	#B0E0E6
gene_id_117005	2.747593548	6.067657813	21.24952778	1	#B0E0E6
gene_id_100186	3.863516129	6.238860938	13.26561111	1	#B0E0E6
gene_id_99954	3.960375806	6.321446875	13.25269444	1	#B0E0E6
gene_id_99956	3.65705	5.92900625	12.3041	1	#B0E0E6
gene_id_33997	9.103209677	9.55115625	14.14016667	1	#B0E0E6
gene_id_33993	23.69485484	23.9778125	16.43151389	1	#B0E0E6
gene_id_57075	17.44177419	16.10357813	7.919211111	1	#B0E0E6
gene_id_81629	12.53002903	10.3950625	2.183544444	1	#B0E0E6
gene_id_81627	18.29926129	16.37434375	4.845797222	1	#B0E0E6
gene_id_81621	23.76579355	18.8545	7.485863889	1	#B0E0E6
gene_id_87667	5.350177419	5.78631875	14.84602222	1	#B0E0E6
gene_id_87662	5.759208065	6.044625	15.76108333	1	#B0E0E6
gene_id_87663	4.493620968	4.88570625	12.92002778	1	#B0E0E6
gene_id_137769	17.61534516	22.35359688	35.15597222	1	#B0E0E6
gene_id_100208	5.555414516	8.588107813	16.66108333	1	#B0E0E6
gene_id_57812	10.07459839	5.58324375	1.394216667	1	#B0E0E6
gene_id_57818	12.11612903	10.72337656	6.085611111	1	#B0E0E6
gene_id_25259	7.547629032	7.44296875	4.500305556	1	#B0E0E6
gene_id_58391	8.364048387	8.49463125	4.509519444	1	#B0E0E6
gene_id_58392	8.049274194	7.69553125	4.176725	1	#B0E0E6
gene_id_58393	13.42103226	12.5471875	6.108261111	1	#B0E0E6
gene_id_82353	14.03944839	12.3675625	1.393872222	1	#B0E0E6
gene_id_98552	5.892154839	9.371951563	5.470019444	1	#B0E0E6
gene_id_82350	11.7858871	10.615125	2.601236111	1	#B0E0E6
gene_id_110479	10.13706774	11.81010313	3.719441667	1	#B0E0E6
gene_id_110477	9.89213871	6.602346875	0.015316667	1	#B0E0E6
gene_id_98685	10.13842419	7.800760938	2.390455556	1	#B0E0E6
gene_id_99209	18.24280161	14.86418438	4.084983333	1	#B0E0E6
gene_id_99208	8.524427419	6.773715625	1.959433333	1	#B0E0E6
gene_id_99205	11.6783371	9.38025625	2.208330556	1	#B0E0E6
gene_id_99201	13.06337419	10.69026094	2.805830556	1	#B0E0E6
gene_id_99203	19.1404129	14.74980938	2.928475	1	#B0E0E6
gene_id_137387	9.899385484	12.28747813	18.98444167	1	#B0E0E6
gene_id_111585	16.12904355	18.45378594	0.608258333	1	#B0E0E6
gene_id_97439	25.25638871	20.93432656	6.078536111	1	#B0E0E6
gene_id_98969	10.75654677	8.905054688	2.587063889	1	#B0E0E6
gene_id_98968	25.13757097	21.26789063	6.067711111	1	#B0E0E6
gene_id_98961	20.00452419	16.30059688	4.730986111	1	#B0E0E6
gene_id_98960	11.60132097	9.40624375	2.518911111	1	#B0E0E6
gene_id_98967	21.97951613	18.40616563	5.265675	1	#B0E0E6
gene_id_98966	21.93145806	18.17888594	4.764666667	1	#B0E0E6
gene_id_98965	10.4533371	8.411996875	2.066677778	1	#B0E0E6
gene_id_98964	14.1586871	11.67821875	3.191477778	1	#B0E0E6
gene_id_98808	12.65828065	10.07695781	2.484738889	1	#B0E0E6
gene_id_57702	7.718403226	6.823095313	3.946919444	1	#B0E0E6
gene_id_57703	10.7889	9.592773438	5.687455556	1	#B0E0E6
gene_id_82238	9.741669355	8.667625	0.889536111	1	#B0E0E6
gene_id_82231	9.412409677	8.754890625	2.577988889	1	#B0E0E6
gene_id_82232	11.83425806	10.230125	1.416155556	1	#B0E0E6
gene_id_88349	4.963916129	5.951010938	14.85005556	1	#B0E0E6
gene_id_103608	4.600482258	7.7528625	16.93616111	1	#B0E0E6
gene_id_103602	3.539754839	6.2493875	13.77575833	1	#B0E0E6
gene_id_103606	4.732195161	7.809653125	16.50305556	1	#B0E0E6
gene_id_40439	8.080156452	9.110257813	0.808394444	1	#B0E0E6
gene_id_138065	4.627869355	6.520376563	8.837466667	1	#B0E0E6
gene_id_96490	10.35220323	8.421298438	2.218391667	1	#B0E0E6
gene_id_99506	6.863677419	7.39725	6.734230556	1	#B0E0E6
gene_id_99083	21.97492097	17.76074844	4.809925	1	#B0E0E6
gene_id_99088	12.39825806	10.08474063	2.883019444	1	#B0E0E6
gene_id_96620	17.15744677	14.11602656	3.758172222	1	#B0E0E6
gene_id_100101	4.49886129	9.599721875	20.1242	1	#B0E0E6
gene_id_98802	25.89215645	21.68926719	6.349475	1	#B0E0E6
gene_id_97576	12.20756452	9.78911875	2.704269444	1	#B0E0E6
gene_id_98712	22.13488065	18.18440938	5.04005	1	#B0E0E6
gene_id_98715	10.90952419	9.8401125	0.926697222	1	#B0E0E6
gene_id_81476	8.423322581	7.232125	1.272588889	1	#B0E0E6
gene_id_81473	10.91807258	9.327921875	1.608266667	1	#B0E0E6
gene_id_81471	8.503548387	8.652164063	2.615863889	1	#B0E0E6
gene_id_98426	10.45229355	8.15105625	2.439161111	1	#B0E0E6
gene_id_127275	8.021935484	8.035875	4.999336111	1	#B0E0E6
gene_id_127270	10.72940323	10.49349063	6.708311111	1	#B0E0E6
gene_id_40907	12.09659194	13.57813438	1.434486111	1	#B0E0E6
gene_id_98424	38.50337419	31.70595	8.631863889	1	#B0E0E6
gene_id_129755	9.588072581	9.193670313	5.713222222	1	#B0E0E6
gene_id_138109	6.006279032	6.891046875	12.66538333	1	#B0E0E6
gene_id_83428	12.66816452	11.26282813	1.767286111	1	#B0E0E6
gene_id_89640	4.611951613	5.285632813	11.774	1	#B0E0E6
gene_id_89645	3.052480645	5.189334375	14.02658056	1	#B0E0E6
gene_id_89646	3.743741935	5.049554688	14.30890833	1	#B0E0E6
gene_id_81869	8.170464516	6.6398	2.239758333	1	#B0E0E6
gene_id_98425	13.83274032	11.0458125	2.870433333	1	#B0E0E6
gene_id_91926	4.602382258	4.672828125	11.63283333	1	#B0E0E6
