Gene	Control	Grave_I	Grave_II	SIZE	Group
gene_id_111496	74.97192097	80.217375	15.51738333	1	#B0E0E6
gene_id_111348	34.22293548	27.5703125	13.22178889	1	#B0E0E6
gene_id_44027	7.1107	6.836723438	3.343694444	1	#B0E0E6
gene_id_96588	13.68952903	11.39435938	3.056055556	1	#B0E0E6
gene_id_96582	18.86054839	15.5586375	4.287405556	1	#B0E0E6
gene_id_96581	18.8661871	15.84422969	4.462533333	1	#B0E0E6
gene_id_96587	11.29993226	9.167654688	2.471672222	1	#B0E0E6
gene_id_96586	27.01485968	22.57323281	6.754802778	1	#B0E0E6
gene_id_96585	11.38470806	9.78725	2.554080556	1	#B0E0E6
gene_id_96584	9.339312903	7.952823438	2.336422222	1	#B0E0E6
gene_id_78518	281.5548484	474.7382328	138.0158056	1	#B0E0E6
gene_id_111349	26.58869355	21.44196875	10.83196111	1	#B0E0E6
gene_id_96065	18.42103065	15.32079688	4.493658333	1	#B0E0E6
gene_id_69204	5.657658065	7.51471875	4.749027778	1	#B0E0E6
gene_id_96067	14.4437629	11.58701094	3.109930556	1	#B0E0E6
gene_id_127235	9.915225806	9.32831875	5.880772222	1	#B0E0E6
gene_id_128619	7.957129032	7.84590625	4.987702778	1	#B0E0E6
gene_id_99273	8.898295161	6.768729688	1.889125	1	#B0E0E6
gene_id_58871	8.022580645	7.047079688	4.523733333	1	#B0E0E6
gene_id_58877	13.48609677	12.46113438	6.257186111	1	#B0E0E6
gene_id_97125	13.76637903	11.46285781	3.190030556	1	#B0E0E6
gene_id_97121	12.16757742	10.19344375	2.828555556	1	#B0E0E6
gene_id_56049	12.81703871	12.94709375	8.733877778	1	#B0E0E6
gene_id_56045	12.37749677	12.0592625	8.60865	1	#B0E0E6
gene_id_56043	7.864577419	8.229329688	5.464205556	1	#B0E0E6
gene_id_99482	13.96893387	11.272625	2.983991667	1	#B0E0E6
gene_id_102564	3.536351613	5.9446875	12.97979444	1	#B0E0E6
gene_id_98662	10.50260806	8.622203125	2.342775	1	#B0E0E6
gene_id_98663	19.57389194	15.6652125	4.192069444	1	#B0E0E6
gene_id_98664	9.702874194	7.720484375	1.821847222	1	#B0E0E6
gene_id_98666	12.71444355	10.60659375	2.813166667	1	#B0E0E6
gene_id_89525	4.545551613	5.245603125	11.19344444	1	#B0E0E6
gene_id_56607	7.675798387	6.282328125	3.928391667	1	#B0E0E6
gene_id_110345	7.858817742	9.042803125	0.016102778	1	#B0E0E6
gene_id_110344	8.261514516	8.847954688	0.018663889	1	#B0E0E6
gene_id_23336	11.91562903	11.30603125	9.778819444	1	#B0E0E6
gene_id_88697	5.377430645	5.355745313	13.90558333	1	#B0E0E6
gene_id_41587	7.380877419	8.26863125	0.733233333	1	#B0E0E6
gene_id_78887	6.849140323	12.90394688	13.20702222	1	#B0E0E6
gene_id_57269	13.39585484	12.84808594	7.475127778	1	#B0E0E6
gene_id_90108	5.975708065	6.364079688	13.53870833	1	#B0E0E6
gene_id_97719	42.73617742	53.2181875	49.83016111	1	#B0E0E6
gene_id_127325	8.403967742	8.8528125	4.556944444	1	#B0E0E6
gene_id_58419	10.32040323	9.89678125	2.566897222	1	#B0E0E6
gene_id_58414	17.48382258	17.06135938	8.093222222	1	#B0E0E6
gene_id_97421	19.61452097	16.31872344	4.437316667	1	#B0E0E6
gene_id_83817	37.44111935	35.84	17.96572222	1	#B0E0E6
gene_id_83816	18.49659677	17.65984375	9.017194444	1	#B0E0E6
gene_id_83818	23.75320323	22.7475	10.30862778	1	#B0E0E6
gene_id_58022	13.80359677	13.21758281	7.120513889	1	#B0E0E6
gene_id_136714	9.311875806	12.28314375	18.93847778	1	#B0E0E6
gene_id_136716	12.89341935	17.29436719	23.05647778	1	#B0E0E6
gene_id_136719	5.655591935	8.61274375	14.68383056	1	#B0E0E6
gene_id_133868	16.58895161	13.87134375	2.550580556	1	#B0E0E6
gene_id_133562	8.797980645	7.161148438	15.69194167	1	#B0E0E6
gene_id_99438	28.84935323	24.23112656	6.397516667	1	#B0E0E6
gene_id_99436	8.472887097	7.21929375	1.874233333	1	#B0E0E6
gene_id_99435	12.71755645	10.42419063	2.723641667	1	#B0E0E6
gene_id_55259	17.42964516	16.266125	10.58768056	1	#B0E0E6
gene_id_55252	18.34159677	16.32510469	10.80993889	1	#B0E0E6
gene_id_55250	31.61469032	28.6395	18.54886944	1	#B0E0E6
gene_id_92593	5.906596774	6.799354688	16.79805556	1	#B0E0E6
gene_id_92597	6.932151613	8.417453125	19.50941667	1	#B0E0E6
gene_id_92598	11.78791129	13.82065625	29.35786111	1	#B0E0E6
gene_id_98149	24.24294516	20.3971	5.845808333	1	#B0E0E6
gene_id_98148	13.10679677	11.11927188	3.315575	1	#B0E0E6
gene_id_99817	4.409909677	7.387028125	15.48663889	1	#B0E0E6
gene_id_61822	9.622032258	7.079296875	2.302925	1	#B0E0E6
gene_id_58166	16.14816129	16.69048438	9.321758333	1	#B0E0E6
gene_id_58165	9.115790323	7.961215625	4.620491667	1	#B0E0E6
gene_id_58163	9.32615	8.694945313	4.797705556	1	#B0E0E6
gene_id_58161	12.36579032	12.11984375	6.761058333	1	#B0E0E6
gene_id_78446	19.33253871	20.57439063	35.28882222	1	#B0E0E6
gene_id_78444	5.134020968	5.475442188	9.208536111	1	#B0E0E6
gene_id_78443	5.898329032	6.297992188	10.88283056	1	#B0E0E6
gene_id_102473	5.164706452	9.044585938	20.34383333	1	#B0E0E6
gene_id_90522	9.256998387	12.86183438	30.88119444	1	#B0E0E6
gene_id_90520	4.290367742	5.247964063	12.70122778	1	#B0E0E6
gene_id_79793	7.501170968	9.291209375	13.67260278	1	#B0E0E6
gene_id_79799	14.56619516	14.42671875	15.06016389	1	#B0E0E6
gene_id_137981	5.342432258	7.165375	9.417469444	1	#B0E0E6
gene_id_68180	15.21401613	23.38473438	15.35066667	1	#B0E0E6
gene_id_135245	29.63651613	24.35890625	14.51818333	1	#B0E0E6
gene_id_39802	8.615014516	9.96383125	0.823308333	1	#B0E0E6
gene_id_69510	20.63158065	16.551875	9.750555556	1	#B0E0E6
gene_id_98942	10.72760806	8.989140625	2.52155	1	#B0E0E6
gene_id_96759	23.77116613	20.07135	6.072263889	1	#B0E0E6
gene_id_96751	17.96787742	14.857725	4.430580556	1	#B0E0E6
gene_id_57728	18.65909355	16.540225	9.338194444	1	#B0E0E6
gene_id_57726	10.231	9.493515625	5.121613889	1	#B0E0E6
gene_id_57721	7.804979032	7.62539375	3.683583333	1	#B0E0E6
gene_id_88831	12.19809677	20.1475625	18.66147222	1	#B0E0E6
gene_id_88832	7.191532258	12.66098438	10.71224444	1	#B0E0E6
gene_id_129730	8.481258065	8.392992188	5.281263889	1	#B0E0E6
gene_id_91944	7.321785484	7.978359375	16.54036111	1	#B0E0E6
gene_id_91945	6.763629032	7.445671875	15.98677222	1	#B0E0E6
gene_id_137350	6.714575806	8.44918125	15.18795278	1	#B0E0E6
gene_id_90752	4.827109677	6.445698438	13.76725	1	#B0E0E6
gene_id_82670	7.936822581	6.88575	1.903861111	1	#B0E0E6
gene_id_82678	32.09627097	25.48179688	8.841425	1	#B0E0E6
gene_id_89901	7.574269355	8.406442188	20.94294444	1	#B0E0E6
gene_id_89900	5.734137097	6.160809375	15.73005556	1	#B0E0E6
gene_id_110729	8.385712903	9.887409375	0.062136111	1	#B0E0E6
gene_id_110721	7.652167742	9.145217188	0.014097222	1	#B0E0E6
gene_id_68887	21.81706613	19.12407344	8.058011111	1	#B0E0E6
gene_id_68885	13.50374355	16.54630156	16.18475	1	#B0E0E6
gene_id_100979	6.052753226	11.6103125	26.07572222	1	#B0E0E6
gene_id_101082	4.834619355	7.527960938	14.97322222	1	#B0E0E6
gene_id_128285	7.818190323	7.78228125	4.883222222	1	#B0E0E6
gene_id_97237	25.97837419	21.04897188	5.876625	1	#B0E0E6
gene_id_91057	6.318882258	7.240953125	15.20525	1	#B0E0E6
gene_id_90515	5.412340323	6.507310938	16.30122222	1	#B0E0E6
gene_id_82899	9.151112903	7.73359375	3.204494444	1	#B0E0E6
gene_id_131015	10.24285161	9.1788125	7.769166667	1	#B0E0E6
gene_id_57085	11.37411935	10.21302031	5.134955556	1	#B0E0E6
gene_id_57084	16.84492581	16.58948438	8.867583333	1	#B0E0E6
gene_id_57088	8.937554839	8.316267188	4.2444	1	#B0E0E6
gene_id_24301	22.17497097	19.15405156	10.57307778	1	#B0E0E6
gene_id_24302	10.97549677	9.520004688	5.620427778	1	#B0E0E6
gene_id_118886	4.263254839	6.103526563	19.92470556	1	#B0E0E6
gene_id_81032	13.41090323	14.58171875	14.11008333	1	#B0E0E6
gene_id_81030	7.986516129	8.384453125	8.338575	1	#B0E0E6
gene_id_40362	13.38957903	10.99952031	7.527163889	1	#B0E0E6
gene_id_40365	8.141458065	9.079310938	0.782641667	1	#B0E0E6
gene_id_90977	4.203903226	4.969560938	12.20265278	1	#B0E0E6
gene_id_88979	5.666754839	5.240825	11.26572222	1	#B0E0E6
gene_id_127632	7.174351613	6.973935938	5.006008333	1	#B0E0E6
gene_id_79176	7.104366129	5.450492188	11.14216667	1	#B0E0E6
gene_id_129295	9.204887097	8.800079688	5.714505556	1	#B0E0E6
gene_id_129297	11.07515806	10.15606094	6.165555556	1	#B0E0E6
gene_id_129293	10.51714516	9.322625	6.133272222	1	#B0E0E6
gene_id_129292	12.7554629	12.33121094	7.359991667	1	#B0E0E6
gene_id_83067	11.6799	10.33452031	0.437619444	1	#B0E0E6
gene_id_97837	14.51205806	5.821565625	3.661088889	1	#B0E0E6
gene_id_97830	9.661629032	7.877307813	1.917458333	1	#B0E0E6
gene_id_99476	14.18652097	11.40464531	3.418461111	1	#B0E0E6
gene_id_99477	34.00723226	28.25406563	8.354552778	1	#B0E0E6
gene_id_99474	18.73116129	15.58226094	4.319102778	1	#B0E0E6
gene_id_99475	17.66855968	14.54210313	4.031058333	1	#B0E0E6
gene_id_101944	3.882206452	6.45550625	14.13080833	1	#B0E0E6
gene_id_71706	8.354279032	5.7373375	6.005022222	1	#B0E0E6
gene_id_71707	14.71047419	10.06721875	10.72015278	1	#B0E0E6
gene_id_71705	14.63185323	8.413114063	8.442769444	1	#B0E0E6
gene_id_40466	7.573862903	8.630704688	0.836630556	1	#B0E0E6
gene_id_40465	10.0044629	6.419109375	4.315586111	1	#B0E0E6
gene_id_35363	9.145467742	5.894375	4.075663889	1	#B0E0E6
gene_id_97444	25.06244355	20.80606875	6.039647222	1	#B0E0E6
gene_id_97447	12.29000323	10.25489219	2.718711111	1	#B0E0E6
gene_id_101122	3.658872581	5.92419375	11.98930556	1	#B0E0E6
gene_id_81587	12.7653871	10.99495313	2.675055556	1	#B0E0E6
gene_id_81585	21.77816129	19.886875	6.440025	1	#B0E0E6
gene_id_81582	22.84937581	18.53569375	3.480719444	1	#B0E0E6
gene_id_54831	16.26225806	14.96410938	9.800755556	1	#B0E0E6
gene_id_54832	19.60654839	17.691875	9.631902778	1	#B0E0E6
gene_id_54834	11.10359677	9.663625	3.575361111	1	#B0E0E6
gene_id_99473	8.776196774	6.975192188	1.927022222	1	#B0E0E6
gene_id_99470	27.9280371	23.92200781	6.686208333	1	#B0E0E6
gene_id_83515	8.494183871	7.6680375	0.329511111	1	#B0E0E6
gene_id_81919	13.14048387	12.01996875	2.779561111	1	#B0E0E6
gene_id_81910	10.83027419	9.0083125	3.401819444	1	#B0E0E6
gene_id_99478	11.72402742	9.923053125	2.821425	1	#B0E0E6
gene_id_128640	11.98625806	11.81745156	7.162222222	1	#B0E0E6
gene_id_102136	3.437256452	6.242251563	13.02122222	1	#B0E0E6
gene_id_55769	8.508241935	6.866775	4.621422222	1	#B0E0E6
gene_id_55766	11.39014516	10.59797969	6.870833333	1	#B0E0E6
gene_id_55764	12.22177097	11.99122031	7.900061111	1	#B0E0E6
gene_id_55765	10.40467742	8.916171875	6.795205556	1	#B0E0E6
gene_id_64723	33.61804839	43.983375	37.31855278	1	#B0E0E6
gene_id_82460	15.3337871	13.7193625	1.809002778	1	#B0E0E6
gene_id_128443	8.380512903	7.94471875	4.940038889	1	#B0E0E6
gene_id_111151	31.05889677	35.88835313	6.501330556	1	#B0E0E6
gene_id_111882	10.84600484	5.97068125	0.020280556	1	#B0E0E6
gene_id_111881	8.330675806	8.058410938	0.022011111	1	#B0E0E6
gene_id_98266	27.11009032	25.16703125	17.64931667	1	#B0E0E6
gene_id_98267	10.18649194	11.2553125	3.55875	1	#B0E0E6
gene_id_98260	14.66850323	11.80586094	3.232433333	1	#B0E0E6
gene_id_98268	13.92292581	14.66275	5.961683333	1	#B0E0E6
gene_id_58286	7.282983871	7.461435938	3.429125	1	#B0E0E6
gene_id_32024	2.100483871	12.07708438	6.889491667	1	#B0E0E6
gene_id_128480	7.425656452	9.49975	2.433758333	1	#B0E0E6
gene_id_137872	10.68039355	14.47969063	18.39845556	1	#B0E0E6
gene_id_97428	8.625320968	7.185098438	2.057847222	1	#B0E0E6
gene_id_103125	4.693191935	7.474979688	15.94173056	1	#B0E0E6
gene_id_132510	31.84085484	24.25209063	28.50096389	1	#B0E0E6
gene_id_132514	10.20479032	8.22115625	8.443691667	1	#B0E0E6
gene_id_82950	27.47233871	23.46179688	1.918886111	1	#B0E0E6
gene_id_82957	20.07929032	17.28446875	5.87125	1	#B0E0E6
gene_id_97427	46.75885	38.92038594	12.13098611	1	#B0E0E6
gene_id_110530	12.11109032	13.6324625	0.230511111	1	#B0E0E6
gene_id_83491	11.22832258	10.11882813	2.817102778	1	#B0E0E6
gene_id_83490	8.203495161	7.172928125	1.238819444	1	#B0E0E6
gene_id_82545	30.07996774	25.93526563	5.077636111	1	#B0E0E6
gene_id_82543	10.70583387	9.339546875	1.951555556	1	#B0E0E6
gene_id_127247	18.01320968	17.00976563	12.14953889	1	#B0E0E6
gene_id_42220	9.821596774	9.535	5.194333333	1	#B0E0E6
gene_id_89631	19.50230968	14.00179688	16.23343333	1	#B0E0E6
gene_id_81896	7.906998387	7.358953125	4.082138889	1	#B0E0E6
gene_id_81899	32.23102903	26.11992188	10.75194444	1	#B0E0E6
gene_id_81898	50.07302903	40.39371875	17.27258333	1	#B0E0E6
gene_id_57249	20.81254516	18.84917188	11.17643333	1	#B0E0E6
gene_id_57243	13.65419355	11.94977188	7.130108333	1	#B0E0E6
gene_id_97993	18.50443548	25.77446875	14.56503611	1	#B0E0E6
gene_id_97992	8.055282258	12.23739063	5.225336111	1	#B0E0E6
gene_id_97995	7.963080645	10.36551563	5.133708333	1	#B0E0E6
gene_id_59607	7.281370968	7.565896875	6.478805556	1	#B0E0E6
gene_id_120159	6.695935484	7.54134375	10.72097222	1	#B0E0E6
gene_id_97672	27.79950323	22.61777344	6.630705556	1	#B0E0E6
gene_id_97673	11.42154355	9.576353125	2.562025	1	#B0E0E6
gene_id_97671	17.24165645	14.30752656	4.072122222	1	#B0E0E6
gene_id_97674	7.650677419	6.847560938	2.008833333	1	#B0E0E6
gene_id_97675	25.20632903	21.08391563	5.698058333	1	#B0E0E6
gene_id_92119	8.380854839	10.21837969	15.85933611	1	#B0E0E6
gene_id_97098	21.41499677	17.56458281	5.1509	1	#B0E0E6
gene_id_97099	9.705782258	7.949275	2.508383333	1	#B0E0E6
gene_id_97096	21.43939194	17.6230125	4.822580556	1	#B0E0E6
gene_id_97097	11.14085161	9.136967188	2.690355556	1	#B0E0E6
gene_id_97095	20.61617097	17.42504688	5.133897222	1	#B0E0E6
gene_id_97092	29.27705323	24.86568125	7.243911111	1	#B0E0E6
gene_id_58562	8.98433871	8.323859375	4.466130556	1	#B0E0E6
gene_id_58561	8.64983871	8.409578125	4.087691667	1	#B0E0E6
gene_id_58567	8.545387097	7.84898125	4.566302778	1	#B0E0E6
gene_id_35203	7.623483871	8.798265625	13.19626944	1	#B0E0E6
gene_id_35208	4.935009677	6.320365625	7.703913889	1	#B0E0E6
gene_id_98462	9.486709677	10.5558125	9.539505556	1	#B0E0E6
gene_id_98466	49.62408065	58.05865625	57.55083333	1	#B0E0E6
gene_id_98467	13.25179032	14.37617188	14.69416667	1	#B0E0E6
gene_id_128999	8.17206129	8.057982813	5.101944444	1	#B0E0E6
gene_id_99598	29.16751613	23.69796875	13.9545	1	#B0E0E6
gene_id_42630	13.20208065	9.71609375	3.556227778	1	#B0E0E6
gene_id_40678	11.11720484	12.13726875	1.068997222	1	#B0E0E6
gene_id_40673	8.511796774	9.25734375	0.83655	1	#B0E0E6
gene_id_128995	14.71653226	14.56484219	9.268483333	1	#B0E0E6
gene_id_99594	10.34847742	9.94825	8.672105556	1	#B0E0E6
gene_id_128996	9.808167742	9.6987	6.077444444	1	#B0E0E6
gene_id_129341	19.64875806	19.34428125	12.99642778	1	#B0E0E6
gene_id_129340	24.30630968	24.08488594	15.56350833	1	#B0E0E6
gene_id_56846	20.38466129	19.93684531	11.45095278	1	#B0E0E6
gene_id_56840	9.050919355	8.76693125	4.37985	1	#B0E0E6
gene_id_103300	3.239404839	5.456735938	13.99383056	1	#B0E0E6
gene_id_102041	5.419574194	9.79143125	21.1942	1	#B0E0E6
gene_id_96877	26.81235484	22.85609375	17.27608333	1	#B0E0E6
gene_id_96873	11.76127419	9.62075	5.590577778	1	#B0E0E6
gene_id_96871	17.52248387	15.00140625	11.54318611	1	#B0E0E6
gene_id_77590	6.570462903	6.2445	9.115513889	1	#B0E0E6
gene_id_97371	7.401064516	6.692653125	5.012308333	1	#B0E0E6
gene_id_56010	15.04965806	14.09184375	8.52865	1	#B0E0E6
gene_id_56019	8.038708065	7.046242188	4.912472222	1	#B0E0E6
gene_id_99332	12.25251452	10.04789844	2.645377778	1	#B0E0E6
gene_id_110634	14.27874032	16.80609219	5.482280556	1	#B0E0E6
gene_id_96465	8.388617742	7.348020313	3.6199	1	#B0E0E6
gene_id_96463	8.163182258	7.2244375	3.393672222	1	#B0E0E6
gene_id_33507	1.764098387	12.12736563	8.341019444	1	#B0E0E6
gene_id_84488	13.85914516	11.57113281	6.29915	1	#B0E0E6
gene_id_89423	4.564332258	5.344746875	12.50460278	1	#B0E0E6
gene_id_99024	31.6628	25.94852031	7.428977778	1	#B0E0E6
gene_id_80104	40.80954032	106.7692906	13.129125	1	#B0E0E6
gene_id_80105	5.402824194	16.54920625	2.381530556	1	#B0E0E6
gene_id_115157	8.047569355	6.232357813	13.08118611	1	#B0E0E6
gene_id_119301	9.092858065	10.6669375	18.22869444	1	#B0E0E6
gene_id_102271	5.6462	9.32275	20.84958056	1	#B0E0E6
gene_id_99283	18.60756774	15.26011094	4.538069444	1	#B0E0E6
gene_id_33792	24.99717742	12.79484375	16.73300833	1	#B0E0E6
gene_id_38072	30.46751613	21.07135625	9.817161111	1	#B0E0E6
gene_id_38076	8.836951613	6.086296875	2.931611111	1	#B0E0E6
gene_id_127968	7.663419355	7.157773438	4.518555556	1	#B0E0E6
gene_id_136510	9.703320968	11.77014531	19.13173889	1	#B0E0E6
gene_id_57618	8.62593871	8.180225	4.331166667	1	#B0E0E6
gene_id_128119	8.361870968	7.769490625	5.169258333	1	#B0E0E6
gene_id_128110	10.48569677	10.39398281	6.548333333	1	#B0E0E6
gene_id_36269	16.36864516	22.807125	20.90388889	1	#B0E0E6
gene_id_129646	21.95582258	22.9140625	18.15305556	1	#B0E0E6
gene_id_129641	11.37575484	10.9967625	6.799658333	1	#B0E0E6
gene_id_129649	17.86858065	14.96639063	5.844222222	1	#B0E0E6
gene_id_92521	5.363435484	6.235375	14.15472222	1	#B0E0E6
gene_id_114029	4.292490323	5.749389063	17.36241667	1	#B0E0E6
gene_id_58752	13.74282258	12.64598438	6.442719444	1	#B0E0E6
gene_id_91499	5.165127419	5.905796875	14.36291667	1	#B0E0E6
gene_id_20782	14.81944677	13.7807	0.726961111	1	#B0E0E6
gene_id_33825	8.03766129	5.60296875	4.157638889	1	#B0E0E6
gene_id_33826	17.24354839	11.5646875	9.627777778	1	#B0E0E6
gene_id_101269	5.931227419	9.255371875	19.61569167	1	#B0E0E6
gene_id_101794	4.172103226	6.7663375	13.54666667	1	#B0E0E6
gene_id_111169	7.405346774	12.927925	6.803988889	1	#B0E0E6
gene_id_40202	7.684191935	8.930225	0.856413889	1	#B0E0E6
gene_id_99100	10.1955371	8.188259375	2.0622	1	#B0E0E6
gene_id_137179	5.78901129	8.107295313	10.57420833	1	#B0E0E6
gene_id_137173	7.306395161	9.271784375	9.575975	1	#B0E0E6
gene_id_57799	31.41455484	27.33042188	16.397875	1	#B0E0E6
gene_id_57797	10.73358065	9.225520313	4.792427778	1	#B0E0E6
gene_id_81103	6.590251613	7.6446875	10.92148889	1	#B0E0E6
gene_id_81107	10.94834194	6.999185938	10.91863333	1	#B0E0E6
gene_id_81106	35.2498	32.33225938	37.11224722	1	#B0E0E6
gene_id_55150	10.20393548	7.454640625	5.386833333	1	#B0E0E6
gene_id_55153	8.220830645	5.995595313	4.281980556	1	#B0E0E6
gene_id_55158	24.93184516	22.68851563	11.42110833	1	#B0E0E6
gene_id_91359	6.897483871	8.162825	19.16582778	1	#B0E0E6
gene_id_98378	9.051279032	7.55725625	1.978322222	1	#B0E0E6
gene_id_101298	4.71328871	7.490040625	15.84927222	1	#B0E0E6
gene_id_88136	32.00830645	36.71382813	33.64325	1	#B0E0E6
gene_id_111453	7.94765	9.841682813	0.019511111	1	#B0E0E6
gene_id_78979	4.772241935	5.487239063	14.68527778	1	#B0E0E6
gene_id_78977	5.424406452	6.506376563	17.01833333	1	#B0E0E6
gene_id_78974	6.33663871	7.03835625	19.55975833	1	#B0E0E6
gene_id_78975	6.426048387	7.418220313	19.2005	1	#B0E0E6
gene_id_78972	9.724580645	8.902314063	13.38397222	1	#B0E0E6
gene_id_127525	8.624064516	8.72775	6.435861111	1	#B0E0E6
gene_id_127524	14.06517742	14.02940625	8.797791667	1	#B0E0E6
gene_id_58655	12.04648065	11.20475938	6.268958333	1	#B0E0E6
gene_id_129329	10.42666129	10.3842	6.438844444	1	#B0E0E6
gene_id_128879	7.220306452	7.174745313	4.253075	1	#B0E0E6
gene_id_128873	7.849451613	7.992964063	4.773305556	1	#B0E0E6
gene_id_32690	1.996537097	12.14249375	7.052361111	1	#B0E0E6
gene_id_71630	5.866529032	8.2599375	6.886308333	1	#B0E0E6
gene_id_98727	12.00720645	9.772242188	2.476083333	1	#B0E0E6
gene_id_96009	8.308209677	7.657015625	14.62025	1	#B0E0E6
gene_id_96005	19.57276452	16.67539063	4.932272222	1	#B0E0E6
gene_id_96003	35.9727871	30.16367188	8.171761111	1	#B0E0E6
gene_id_96000	14.09929516	11.71349844	3.422461111	1	#B0E0E6
gene_id_96001	29.11117419	27.65040156	7.624469444	1	#B0E0E6
gene_id_135154	15.57022581	17.605	14.06547222	1	#B0E0E6
gene_id_110247	11.43909677	6.91430625	0.019677778	1	#B0E0E6
gene_id_85840	12.6953871	13.09	9.677152778	1	#B0E0E6
gene_id_101057	4.269198387	6.518389063	12.55994444	1	#B0E0E6
gene_id_101052	6.918119355	10.66274219	19.68683333	1	#B0E0E6
gene_id_99109	12.01426452	10.12860313	2.866572222	1	#B0E0E6
gene_id_81690	10.00391935	9.198484375	1.980525	1	#B0E0E6
gene_id_130923	8.704180645	16.93696094	0.572533333	1	#B0E0E6
gene_id_130924	25.60490323	46.84186719	1.569858333	1	#B0E0E6
gene_id_130927	7.780045161	12.32585938	0.266516667	1	#B0E0E6
gene_id_87691	3.696819355	5.44704375	12.7154	1	#B0E0E6
gene_id_87695	4.605529032	6.927709375	17.53019444	1	#B0E0E6
gene_id_87696	4.858566129	5.617532813	14.17858333	1	#B0E0E6
gene_id_132391	10.68545968	17.30403125	17.91758889	1	#B0E0E6
gene_id_82918	11.7234	10.57040625	1.979805556	1	#B0E0E6
gene_id_87850	5.065290323	5.97128125	14.07863889	1	#B0E0E6
gene_id_110785	18.30894032	22.18355156	8.269177778	1	#B0E0E6
gene_id_100403	3.819893548	6.76639375	15.01953333	1	#B0E0E6
gene_id_57760	27.13585484	26.53451563	15.94569444	1	#B0E0E6
gene_id_24518	7.421616129	8.128078125	6.811302778	1	#B0E0E6
gene_id_99297	14.58197903	11.89873594	3.203833333	1	#B0E0E6
gene_id_99295	14.28197258	11.49030156	3.321325	1	#B0E0E6
gene_id_99292	23.12558065	19.18639375	5.576102778	1	#B0E0E6
gene_id_99293	15.09974839	12.30278125	3.459847222	1	#B0E0E6
gene_id_99290	14.81699677	12.1212375	3.694397222	1	#B0E0E6
gene_id_99291	22.48815323	18.66697031	5.516722222	1	#B0E0E6
gene_id_99299	10.8224629	7.982360938	2.046513889	1	#B0E0E6
gene_id_103182	3.796991935	6.09433125	13.28708611	1	#B0E0E6
gene_id_127885	8.704967742	11.75953125	16.34661111	1	#B0E0E6
gene_id_82485	12.62319355	11.7614375	2.982572222	1	#B0E0E6
gene_id_127249	7.412467742	7.096654688	4.473663889	1	#B0E0E6
gene_id_102838	4.319967742	6.847557813	14.73530556	1	#B0E0E6
gene_id_82301	11.70217742	9.583732813	1.326044444	1	#B0E0E6
gene_id_82302	16.17190323	14.21810938	2.860788889	1	#B0E0E6
gene_id_97779	22.6639	25.30526563	17.13579722	1	#B0E0E6
gene_id_57123	14.41746774	13.35770313	8.172647222	1	#B0E0E6
gene_id_68950	20.43978387	20.48640938	7.550897222	1	#B0E0E6
gene_id_68959	8.264327419	12.66255625	3.569988889	1	#B0E0E6
gene_id_82617	25.22096774	23.6970625	7.802313889	1	#B0E0E6
